0.000000000000e+00	6.441187500000e+03
1.000000000000e+00	6.483128906250e+03
2.000000000000e+00	1.834784912109e+03
3.000000000000e+00	1.765218521118e+03
4.000000000000e+00	1.619205465317e+02
5.000000000000e+00	7.683347845674e+02
6.000000000000e+00	2.950726303495e+02
7.000000000000e+00	6.456642996543e+01
8.000000000000e+00	4.917647546156e+01
9.000000000000e+00	7.569750422044e+00
1.000000000000e+01	2.083462261715e+01
1.100000000000e+01	6.640256945466e+00
1.200000000000e+01	4.627907981303e-01
1.300000000000e+01	3.089221967673e+00
1.400000000000e+01	1.313337819651e+00
1.500000000000e+01	4.253040709027e-01
1.600000000000e+01	1.873572340082e-02
1.700000000000e+01	2.032860837826e-01
1.800000000000e+01	9.227565770016e-02
1.900000000000e+01	3.677008652812e-02
2.000000000000e+01	9.017211406899e-03
2.100000000000e+01	4.859248534558e-03
2.200000000000e+01	2.078983301544e-03
2.300000000000e+01	1.390132150846e-03
2.400000000000e+01	3.444256926741e-04
2.500000000000e+01	5.228531990724e-04
2.600000000000e+01	8.921374683268e-05
2.700000000000e+01	1.276059756492e-04
2.800000000000e+01	1.919611349877e-05
2.900000000000e+01	3.500881575746e-05
3.000000000000e+01	7.906352038844e-06
3.100000000000e+01	5.644882548950e-06
3.200000000000e+01	1.130732925958e-06
3.300000000000e+01	2.257074811496e-06
3.400000000000e+01	5.631700332742e-07
3.500000000000e+01	2.837823558366e-07
3.600000000000e+01	1.396947482135e-07
