0.000000000000e+00	1.314830515575e-01
1.000000000000e+00	1.314830515575e-01
2.000000000000e+00	5.719256274191e-02
3.000000000000e+00	2.413193591322e-02
4.000000000000e+00	1.005269127236e-02
5.000000000000e+00	4.165410552028e-03
6.000000000000e+00	1.722164267662e-03
7.000000000000e+00	7.113691610399e-04
8.000000000000e+00	2.937323682239e-04
9.000000000000e+00	1.212665419987e-04
1.000000000000e+01	5.006131782093e-05
1.100000000000e+01	2.066579150606e-05
1.200000000000e+01	8.530943275797e-06
1.300000000000e+01	3.521600623557e-06
1.400000000000e+01	1.453725269052e-06
1.500000000000e+01	6.001008507894e-07
1.600000000000e+01	2.477228155939e-07
1.700000000000e+01	1.022604534384e-07
1.800000000000e+01	4.221330929255e-08
1.900000000000e+01	1.742573374486e-08
2.000000000000e+01	7.193375672898e-09
2.100000000000e+01	2.969439361067e-09
2.200000000000e+01	1.225789691972e-09
2.300000000000e+01	5.060085683795e-10
2.400000000000e+01	2.088818007451e-10
2.500000000000e+01	8.622658143054e-11
2.600000000000e+01	3.559463834790e-11
2.700000000000e+01	1.469269150789e-11
2.800000000000e+01	6.065814517342e-12
