0.000000000000e+00	3.538001463342e-02
1.000000000000e+00	1.334989749946e+00
2.000000000000e+00	6.987950701222e-01
3.000000000000e+00	3.421503028146e-01
4.000000000000e+00	1.558122987976e-01
5.000000000000e+00	6.080206849274e-02
6.000000000000e+00	1.285501742047e-02
7.000000000000e+00	1.122680545178e-02
8.000000000000e+00	8.230670293585e-04
9.000000000000e+00	5.199633688210e-03
1.000000000000e+01	2.187723857569e-03
1.100000000000e+01	6.821884721493e-04
1.200000000000e+01	7.047427334861e-05
1.300000000000e+01	3.058483518714e-04
1.400000000000e+01	1.176848522348e-04
1.500000000000e+01	2.360474266805e-05
1.600000000000e+01	2.343490203582e-05
1.700000000000e+01	8.488614255953e-08
1.800000000000e+01	1.167501649046e-05
1.900000000000e+01	5.795067309577e-06
2.000000000000e+01	2.855091118192e-06
2.100000000000e+01	1.385102621043e-06
2.200000000000e+01	6.501082729926e-07
2.300000000000e+01	2.826110732101e-07
2.400000000000e+01	9.886246754576e-08
2.500000000000e+01	6.988162937205e-09
2.600000000000e+01	3.894898981116e-08
2.700000000000e+01	1.598041343698e-08
2.800000000000e+01	4.496125249887e-09
2.900000000000e+01	1.246019287748e-09
3.000000000000e+01	1.625052981069e-09
3.100000000000e+01	1.895168466604e-10
3.200000000000e+01	5.282512205440e-10
3.300000000000e+01	1.693667428526e-10
3.400000000000e+01	1.007460781466e-11
