0.000000000000e+00	1.637150379601e+00
1.000000000000e+00	6.417611049457e-01
2.000000000000e+00	3.207149850962e-01
3.000000000000e+00	2.203818506506e-01
4.000000000000e+00	3.244591454478e-02
5.000000000000e+00	9.799582206758e-02
6.000000000000e+00	3.382786678351e-02
7.000000000000e+00	9.602960147133e-04
8.000000000000e+00	1.567469457357e-02
9.000000000000e+00	7.340269766158e-03
1.000000000000e+01	3.185766797758e-03
1.100000000000e+01	1.111681903716e-03
1.200000000000e+01	7.542976364494e-05
1.300000000000e+01	4.424988968843e-04
1.400000000000e+01	1.835510124391e-04
1.500000000000e+01	5.406473622482e-05
1.600000000000e+01	1.068148570660e-05
1.700000000000e+01	2.169188225398e-05
1.800000000000e+01	5.505262523187e-06
1.900000000000e+01	2.588095529887e-06
2.000000000000e+01	1.458587512104e-06
2.100000000000e+01	5.647530052499e-07
2.200000000000e+01	4.469175047817e-07
2.300000000000e+01	5.891768761757e-08
2.400000000000e+01	1.939999236811e-07
2.500000000000e+01	6.754112291674e-08
2.600000000000e+01	4.311718093675e-09
2.700000000000e+01	2.730298476195e-08
2.800000000000e+01	1.149563289005e-08
2.900000000000e+01	3.591956954097e-09
3.000000000000e+01	3.598801256999e-10
3.100000000000e+01	1.616038858288e-09
3.200000000000e+01	6.280789222046e-10
