0.000000000000e+00	2.471684220291e-01
1.000000000000e+00	2.471684220291e-01
2.000000000000e+00	8.508333461233e-02
3.000000000000e+00	2.582482416669e-02
4.000000000000e+00	7.517973635343e-03
5.000000000000e+00	2.161363375154e-03
6.000000000000e+00	6.191243268820e-04
7.000000000000e+00	1.771638357664e-04
8.000000000000e+00	5.068069863001e-05
9.000000000000e+00	1.449682860111e-05
1.000000000000e+01	4.146606274846e-06
1.100000000000e+01	1.186067922876e-06
1.200000000000e+01	3.392543712621e-07
1.300000000000e+01	9.703783426795e-08
1.400000000000e+01	2.775598650917e-08
1.500000000000e+01	7.939117363520e-09
1.600000000000e+01	2.270846399810e-09
1.700000000000e+01	6.495361470904e-10
1.800000000000e+01	1.857884956991e-10
1.900000000000e+01	5.314154671865e-11
